"","state_abbreviation","county","income","hispanic","white","college","density","female"
"2786","UT","Garfield ",45357,5.6,89.9,20.1,1,47.8
"2787","UT","Grand ",45888,10,83.2,25.2,2.5,50.1
"2788","UT","Iron ",42369,8.3,86.3,26.4,14,50
"2789","UT","Juab ",55247,4.7,92.7,14.6,3,48.9
"2790","UT","Kane ",48540,4.5,91.6,25.3,1.8,50
"2791","UT","Millard ",49238,12.8,84.1,19,1.9,49
"2792","UT","Morgan ",80337,2.7,95.3,33.4,15.5,49.1
"2793","UT","Piute ",38500,7.7,90.2,17,2.1,48.5
"2794","UT","Rich ",50000,4.6,93.2,17,2.2,48.7
"2795","UT","Salt Lake ",60555,17.8,72.6,31,1387.1,49.8
"2796","UT","San Juan ",40492,5.1,46.6,18.4,1.9,50.2
"2797","UT","Sanpete ",48369,9.7,85.9,20.8,17.5,47.7
"2798","UT","Sevier ",46229,4.9,92.3,16.4,10.9,49.1
"2799","UT","Summit ",83336,11.6,84.7,48.7,19.4,48.9
"2800","UT","Tooele ",61412,11.8,83.7,20.4,8.4,49.5
"2801","UT","Uintah ",62067,8,82,16.2,7.3,49.1
"2802","UT","Utah ",60196,11.2,83.3,36.5,257.8,49.6
"2803","UT","Wasatch ",65050,12.9,84.2,33.4,20,48.6
"2804","UT","Washington ",49279,10,85.2,26.4,56.9,50.5
"2805","UT","Wayne ",41458,4.8,92.3,25.2,1.1,49.2
"2806","UT","Weber ",54974,17.7,77.1,22.7,401.4,49.8
"2807","VT","Addison ",57565,2.2,93.2,35.6,48,49.9
"2808","VT","Bennington ",50221,1.8,94.9,32.3,55,51.5
"2809","VT","Caledonia ",45395,1.5,95.1,26.6,48.1,50.3
"2810","VT","Chittenden ",63989,2.2,89.9,47.4,291.7,51.1
"2811","VT","Essex ",35916,1.3,96.1,14.7,9.5,49.6
"2812","VT","Franklin ",56240,1.4,94.3,23.7,75.3,50.3
"2813","VT","Grand Isle ",59509,1.8,93.4,30.3,85.2,50.2
"2814","VT","Lamoille ",52686,1.6,95,36.4,53.3,50.1
"2815","VT","Orange ",52480,1.3,95.7,29.9,42.1,50.3
"2816","VT","Orleans ",41953,1.3,95.6,21.3,39.3,49.8
"2817","VT","Rutland ",49271,1.3,95.9,28,66.3,50.9
"2818","VT","Washington ",57281,1.9,94.4,38.1,86.6,50.6
"2819","VT","Windham ",50234,2.1,93.7,33.5,56.7,51
"2820","VT","Windsor ",52460,1.4,95,34,58.5,51.1
"2821","VA","Accomack ",39328,8.9,61.1,17.2,73.8,51.3
"2822","VA","Albemarle ",67725,5.7,77.5,52.2,137.3,52.2
"2823","VA","Alleghany ",44848,1.4,91.8,16.4,36.5,50.8
"2824","VA","Amelia ",52885,3.1,72.7,14,35.7,51.3
"2825","VA","Amherst ",44945,2.2,75.4,17.4,68.3,52.2
"2826","VA","Appomattox ",50167,1.2,76.6,15,44.9,51.5
"2827","VA","Arlington ",103208,15.7,62.8,71.7,7993.6,49.9
"2828","VA","Augusta ",52027,2.5,91.5,19.9,76.3,49.4
"2829","VA","Bath ",51365,1.8,92,20.2,8.9,49.3
"2830","VA","Bedford ",57596,2,88.3,25,91.2,50.7
"2831","VA","Bland ",42139,0.7,94.5,14.7,19.1,44.7
"2832","VA","Botetourt ",65935,1.5,93.1,24.9,61.2,50.6
"2833","VA","Brunswick ",36293,2.1,41.5,12.2,30.8,47.6
"2834","VA","Buchanan ",29848,0.6,95.7,8.3,47.9,49.1
"2835","VA","Buckingham ",38648,2.1,61,11.9,29.6,45.6
"2836","VA","Campbell ",47162,2.2,80.4,17.1,108.8,51.3
"2837","VA","Caroline ",57218,4.2,63.8,16.8,54.1,50.9
"2838","VA","Carroll ",32853,3.1,95,12.8,63.3,50.4
"2839","VA","Charles City ",48428,1.7,41.1,13.9,39.7,50.9
"2840","VA","Charlotte ",33015,2.8,66.9,15.6,26.5,50.2
"2841","VA","Chesterfield ",72088,8,63.4,36.3,747.1,51.8
"2842","VA","Clarke ",77597,4.4,87,31.3,79.7,50
"2843","VA","Craig ",47806,1,97.7,14.6,15.7,49.9
"2844","VA","Culpeper ",64423,9.2,71.4,22.6,123.1,49.7
"2845","VA","Cumberland ",40557,2.4,63.1,14,33.8,52.2
"2846","VA","Dickenson ",33318,0.9,97.9,10.5,48.1,49.2
"2847","VA","Dinwiddie ",52027,2.9,62.5,12.8,55.6,51.1
"2848","VA","Essex ",44885,3.6,55.3,14.7,43.4,52.9
"2849","VA","Fairfax ",110292,16.4,52,58.6,2766.8,50.5
"2850","VA","Fauquier ",88409,7.2,81,33.2,100.7,50.5
"2851","VA","Floyd ",44618,2.8,93.7,16,40.2,49.6
"2852","VA","Fluvanna ",68288,3.2,78.9,28.8,89.8,54.3
"2853","VA","Franklin ",45624,2.7,87.2,19.1,81.3,50.7
"2854","VA","Frederick ",68424,7.4,84.8,27.5,189.4,50.2
"2855","VA","Giles ",45141,1.6,95.2,16.6,48.6,50.8
"2856","VA","Gloucester ",60519,3.3,85,22,169.2,50.7
"2857","VA","Goochland ",80976,2.4,77.3,38,77.2,50.6
"2858","VA","Grayson ",30710,3,93.4,10.9,35.1,51.3
"2859","VA","Greene ",59358,5,84.2,24.1,117.8,50.4
"2860","VA","Greensville ",39697,2.1,37.5,7.2,41.5,38.8
"2861","VA","Halifax ",34659,1.9,59.8,15.2,44.3,52
"2862","VA","Hanover ",75070,2.6,84.6,35.5,213.1,51
"2863","VA","Henrico ",61048,5.4,55,39.7,1313.4,52.8
"2864","VA","Henry ",34984,5.4,70.5,11.2,141.6,51.8
"2865","VA","Highland ",49625,1.5,97.2,20.9,5.6,50.3
"2866","VA","Isle of Wight ",63942,2.7,70.6,25.5,111.8,51.3
"2867","VA","James City ",76960,5.5,76,45.8,470.4,51.7
"2868","VA","King and Queen ",48372,3.1,65.7,14.1,22,49.7
"2869","VA","King George ",81753,4.4,73.9,31.1,131.3,49.4
"2870","VA","King William ",62670,2.5,76,19.2,58.2,51.3
"2871","VA","Lancaster ",49248,1.6,68.7,28.3,85.5,53.3
"2872","VA","Lee ",31308,1.8,92.8,11.7,58.8,47.7
"2873","VA","Loudoun ",122238,13.4,58.8,57.9,605.8,50.4
"2874","VA","Louisa ",54518,2.5,78,18.8,66.8,50.6
"2875","VA","Lunenburg ",35237,4.2,60.2,11.9,29.9,47.3
"2876","VA","Madison ",53459,2.1,85.3,21.8,41.5,51.4
"2877","VA","Mathews ",55192,2.1,85.8,27.2,104.5,51.7
"2878","VA","Mecklenburg ",36261,2.7,60.1,13.7,52.3,51.6
"2879","VA","Middlesex ",53309,2.2,77.9,27.4,84.1,50.8
"2880","VA","Montgomery ",45543,3,84.7,42.4,243.9,47.9
"2881","VA","Nelson ",48789,3.5,81.7,26.7,31.9,51.4
"2882","VA","New Kent ",70618,2.6,79.7,23.2,87.9,49
"2883","VA","Northampton ",33635,8.5,54.1,20.2,58.5,51.6
"2884","VA","Northumberland ",51342,3.6,70.2,22.1,64.5,50.5
"2885","VA","Nottoway ",36607,4,55.2,12,50.4,47
"2886","VA","Orange ",60287,4.3,79,22.2,98.2,51
"2887","VA","Page ",42906,1.9,94.4,11.4,77.3,50.4
"2888","VA","Patrick ",34864,2.8,89.9,10.7,38.3,50.9
"2889","VA","Pittsylvania ",42143,2.4,74.2,13.7,65.5,50.9
"2890","VA","Powhatan ",76548,2,83.5,27.6,107.8,46.3
"2891","VA","Prince Edward ",37436,2.5,62.4,21.9,66.8,50.9
"2892","VA","Prince George ",63074,7.6,56.3,17.9,134.7,45.1
"2893","VA","Prince William ",98071,22,45.7,38.1,1195,50.2
"2894","VA","Pulaski ",44312,1.5,91.1,16.2,109,49.9
"2895","VA","Rappahannock ",56438,3.4,89.2,32.4,27.7,50.2
"2896","VA","Richmond ",47083,6.5,61.3,12.3,48.3,44.5
"2897","VA","Roanoke ",60795,2.7,86.8,33.1,368.7,52
"2898","VA","Rockbridge ",48313,1.6,93.1,23.2,37.3,50.6
"2899","VA","Rockingham ",52195,6,90.1,23.4,89.9,51
"2900","VA","Russell ",33872,1.1,96.9,10.5,61,51.2
"2901","VA","Scott ",38355,1.3,96.8,10.9,43.3,49.9
"2902","VA","Shenandoah ",49625,6.8,88.8,19.8,82.5,51.2
"2903","VA","Smyth ",37239,1.8,94.3,15,71.4,51
"2904","VA","Southampton ",46150,1.3,60.7,13.6,31,48.1
"2905","VA","Spotsylvania ",78345,8.7,70.1,28.2,304.9,50.8
"2906","VA","Stafford ",97110,11.3,64.8,36.2,479.5,49.6
"2907","VA","Surry ",47292,1.7,52.3,16.7,25.3,50.7
"2908","VA","Sussex ",39635,2.8,38.6,10.3,24.7,40.6
"2909","VA","Tazewell ",35693,0.9,93.8,12.9,86.9,50.3
"2910","VA","Warren ",61610,4.1,87.5,20.5,176,50.1
"2911","VA","Washington ",41897,1.4,95.6,22.3,97.8,50.7
"2912","VA","Westmoreland ",49157,6.1,63.6,14.9,76.1,51.4
"2913","VA","Wise ",36218,1.2,92,13.1,102.8,48.2
"2914","VA","Wythe ",41275,1.1,94.1,15,63.3,51.1
"2915","VA","York ",82073,5.8,72.5,42,624.8,50.7
"2916","VA","Alexandria city",85706,16.6,52.3,61.4,9314.3,51.6
"2917","VA","Bedford city",35593,0,0,25,904.6,0
"2918","VA","Bristol city",32221,1.7,89.6,19.6,1370.6,52.5
"2919","VA","Buena Vista city",36591,2.5,88.4,14.9,991.9,53.2
"2920","VA","Charlottesville city",44601,4.9,66.1,49.9,4246.4,51.7
"2921","VA","Chesapeake city",69743,5.3,58.9,29.3,652,51
"2922","VA","Colonial Heights city",50835,5.3,75.8,20.5,2315.3,53.8
"2923","VA","Covington city",34319,2.5,81.5,8.3,1090.2,50.6
"2924","VA","Danville city",30786,3.4,44.8,17.2,1002.8,53.8
"2925","VA","Emporia city",32155,5.5,29.2,16,859.7,53.8
"2926","VA","Fairfax city",97242,16.6,58.8,51.9,3616.8,50.7
"2927","VA","Falls Church city",120000,9.5,72.3,74.4,6169.1,51
"2928","VA","Franklin city",31928,2.3,37.8,20.6,1045.8,54.9
"2929","VA","Fredericksburg city",47040,10.9,60,35.1,2326.2,54.5
"2930","VA","Galax city",30325,14.7,76.8,14.5,854.6,53
"2931","VA","Hampton city",50705,5.3,40.1,22.5,2673.2,51.9
"2932","VA","Harrisonburg city",38048,18.6,68.1,35.1,2808.2,52.1
"2933","VA","Hopewell city",37933,7.2,50.4,10.2,2198,53.3
"2934","VA","Lexington city",36505,3.8,81.1,41.7,2820.2,44.4
"2935","VA","Lynchburg city",38138,3.3,63.1,31.2,1538.2,53.2
"2936","VA","Manassas city",71036,33.7,43.9,28.7,3827.6,49.7
"2937","VA","Manassas Park city",71227,35.5,38.3,26,5632.6,49.1
"2938","VA","Martinsville city",28116,4.8,47.6,16.7,1261.5,54
"2939","VA","Newport News city",51027,8.5,45.2,23.9,2630,51.6
"2940","VA","Norfolk city",44747,7.5,44,25.3,4486.4,47.8
"2941","VA","Norton city",39416,3.3,86.3,20.5,529.1,52.7
"2942","VA","Petersburg city",34424,4.4,15.9,14.9,1413.7,53.8
"2943","VA","Poquoson city",81892,2.3,92.4,37.2,793.2,50.5
"2944","VA","Portsmouth city",46166,4,39.3,19.5,2838.8,52
"2945","VA","Radford city",30714,3.2,83.2,32.1,1662.1,52.5
"2946","VA","Richmond city",40496,6.6,40.2,34.8,3414.7,52.3
"2947","VA","Roanoke city",38145,5.9,60.7,23.6,2279.8,52.3
"2948","VA","Salem city",48733,3.2,86,30.8,1717.9,52.2
"2949","VA","Staunton city",38501,2.8,81.5,28,1188.8,55
"2950","VA","Suffolk city",66085,3.7,49.9,26.2,211.4,51.7
"2951","VA","Virginia Beach city",65219,7.7,62.9,32.9,1758.9,50.8
"2952","VA","Waynesboro city",44847,7,77.8,19.1,1396.8,52.6
"2953","VA","Williamsburg city",48616,7.1,69.2,49.8,1559.3,53.5
"2954","VA","Winchester city",44200,16.4,67.5,28.6,2838,50.4
"2955","WA","Adams ",43926,62,35.6,14,9.7,49.1
"2956","WA","Asotin ",43175,3.6,91.3,17.8,34,51.8
"2957","WA","Benton ",60485,20.4,72.3,28.9,103,49.8
"2958","WA","Chelan ",51354,27.4,68.6,23.9,24.8,50.1
"2959","WA","Clallam ",46033,5.8,83.5,24.2,41.1,50.3
"2960","WA","Clark ",58225,8.7,80,26,676.2,50.5
"2961","WA","Columbia ",42519,6.3,89,17.2,4.7,50
"2962","WA","Cowlitz ",47596,8.4,84.7,15.4,89.8,50.4
"2963","WA","Douglas ",51908,30.4,65.8,17.3,21.1,49.6
"2964","WA","Ferry ",37571,4.2,73.8,16.1,3.4,48.3
"2965","WA","Franklin ",55177,51.9,42.1,15,62.9,48.1
"2966","WA","Garfield ",51548,4.5,91.8,22.7,3.2,50.9
"2967","WA","Grant ",45949,39.9,55.7,14.6,33.3,49.5
"2968","WA","Grays Harbor ",42405,9.8,79.8,14.1,38.3,48.7
"2969","WA","Island ",58455,7.1,80.6,31.7,376.6,50.1
"2970","WA","Jefferson ",46320,3.7,88.4,36.5,16.6,50.7
"2971","WA","King ",71811,9.4,62.4,46.6,912.9,50
"2972","WA","Kitsap ",62413,7.2,77.7,29.5,635.9,49.1
"2973","WA","Kittitas ",42982,8.8,84.2,33.6,17.8,49.7
"2974","WA","Klickitat ",41694,12.3,81.9,19.5,10.9,49.4
"2975","WA","Lewis ",42860,9.7,84.5,14,31.4,50
"2976","WA","Lincoln ",47195,3.1,91.6,20.3,4.6,49.7
"2977","WA","Mason ",48755,8.9,81.6,17.3,63.3,48.4
"2978","WA","Okanogan ",40368,19,66.4,16.5,7.8,49.5
"2979","WA","Pacific ",39830,9,82.6,17.8,22.4,49.8
"2980","WA","Pend Oreille ",40567,3.6,88.8,17.8,9.3,48.9
"2981","WA","Pierce ",59204,10.2,68.4,24,476.3,50.3
"2982","WA","San Juan ",53376,5.9,89.4,45.1,90.7,51.9
"2983","WA","Skagit ",55925,17.8,75.4,23.6,67.5,50.4
"2984","WA","Skamania ",53712,6,88,20.8,6.7,49.3
"2985","WA","Snohomish ",68381,9.7,72.1,28.9,341.8,49.7
"2986","WA","Spokane ",49233,5.2,85.6,28.4,267.2,50.3
"2987","WA","Stevens ",41742,3.5,86.8,18.6,17.6,50
"2988","WA","Thurston ",62229,8.4,76.3,32.3,349.4,50.9
"2989","WA","Wahkiakum ",41815,3.4,90.8,14.3,15.1,50.5
"2990","WA","Walla Walla ",46597,21.2,72.5,26,46.3,49.1
"2991","WA","Whatcom ",51939,8.9,79.9,31.9,95.5,50.4
"2992","WA","Whitman ",36257,5.6,80.3,48.9,20.7,48.9
"2993","WA","Yakima ",43506,47.7,45,15.5,56.6,49.9
"2994","WV","Barbour ",37327,0.8,96.1,11.5,48.6,51.1
"2995","WV","Berkeley ",53515,3.9,85.1,19.8,324.4,50.7
"2996","WV","Boone ",42156,0.5,98,8.5,49.1,50.3
"2997","WV","Braxton ",31848,0.7,97.2,11.2,28.4,49.7
"2998","WV","Brooke ",42493,0.8,96,17,269.8,51
"2999","WV","Cabell ",38374,1.4,90.2,25.8,342.8,51.3
"3000","WV","Calhoun ",31679,1.1,97.2,10.2,27.3,49.8
"3001","WV","Clay ",31613,0.5,97.8,8.1,27.5,49.9
"3002","WV","Doddridge ",34817,0.7,95.8,12.4,25.7,45.2
"3003","WV","Fayette ",33771,1.1,92.5,11.6,69.6,49.6
"3004","WV","Gilmer ",38442,6.2,79,16.6,25.7,39.9
"3005","WV","Grant ",41368,1.3,96.7,10.9,25,50.3
"3006","WV","Greenbrier ",37895,1.4,93.5,17.1,34.8,51.1
"3007","WV","Hampshire ",27766,1.3,95.9,8.2,37.4,49.3
"3008","WV","Hancock ",38522,1.2,94.5,15.7,371.3,51.6
"3009","WV","Hardy ",32723,3.6,91.7,9.5,24.1,49.7
"3010","WV","Harrison ",43183,1.6,94.3,19.8,166.1,51.1
"3011","WV","Jackson ",40376,0.8,97.2,15.8,62.9,50.7
"3012","WV","Jefferson ",65304,5.5,83.7,27.6,255.2,50.8
"3013","WV","Kanawha ",46085,1.1,88,25,214.1,51.8
"3014","WV","Lewis ",36199,1,96.6,15.6,42.5,50.6
"3015","WV","Lincoln ",35487,0.7,98.1,8.2,49.7,50.3
"3016","WV","Logan ",36999,0.9,95.9,9.2,81,50.4
"3017","WV","McDowell ",22252,0.6,88.9,5.8,41.5,50.6
"3018","WV","Marion ",42152,1.2,93,20.3,182.7,50.8
"3019","WV","Marshall ",40681,1,96.7,14.2,108.4,50.7
"3020","WV","Mason ",38411,0.6,96.8,10,63.4,51.9
"3021","WV","Mercer ",34842,1,90.4,17.7,148.6,52.1
"3022","WV","Mineral ",31163,0.9,94.2,13.2,86.1,50.4
"3023","WV","Mingo ",35955,0.6,95.9,10.7,63.4,50.7
"3024","WV","Monongalia ",44173,2,89,38.1,267.1,48.6
"3025","WV","Monroe ",41234,0.8,96.6,13.7,28.6,50.6
"3026","WV","Morgan ",36046,1.2,96,15.8,76.6,50.4
"3027","WV","Nicholas ",40064,0.7,97,14.1,40.6,50.7
"3028","WV","Ohio ",41025,1.1,92.4,29.1,420,52.1
"3029","WV","Pendleton ",34175,1.1,94.8,13,11.1,48.7
"3030","WV","Pleasants ",41859,0.9,96.2,10.5,58.5,46.4
"3031","WV","Pocahontas ",33779,1.5,95.8,16.4,9.3,48.4
"3032","WV","Preston ",45413,0.9,96.5,12.6,51.7,48.5
"3033","WV","Putnam ",54854,1.1,95.6,24,160.5,50.8
"3034","WV","Raleigh ",40758,1.5,87.6,17,130.3,49.9
"3035","WV","Randolph ",37276,0.8,96.1,19.1,28.3,48.3
"3036","WV","Ritchie ",35769,0.7,97.7,10.6,23.1,50.3
"3037","WV","Roane ",28513,0.9,97.1,10.3,30.9,50.4
"3038","WV","Summers ",33784,1.8,91.2,12.7,38.6,55.2
"3039","WV","Taylor ",39536,0.9,96.3,15.5,97.8,49.3
"3040","WV","Tucker ",37635,0.8,97.5,15.4,17,49.4
"3041","WV","Tyler ",39206,0.7,98.1,9.4,35.9,50.5
"3042","WV","Upshur ",39381,1.2,96.3,15.4,68.4,50.4
"3043","WV","Wayne ",36964,0.7,97.4,11.5,84,51.2
"3044","WV","Webster ",27645,0.6,97.5,8.6,16.5,50.6
"3045","WV","Wetzel ",37969,0.7,97.5,10.2,46.3,50.6
"3046","WV","Wirt ",34702,0.7,97.3,10.9,24.6,49.5
"3047","WV","Wood ",42287,1,95.5,18.4,237.4,51.6
"3048","WV","Wyoming ",34454,0.5,97.4,8.7,47.6,50.5
"3049","WI","Adams ",44897,3.9,90.6,12.1,32.3,46.4
"3050","WI","Ashland ",38550,2.4,82.9,21.7,15.5,49.7
"3051","WI","Barron ",44054,2.4,94,16.2,53.2,50.2
"3052","WI","Bayfield ",44944,1.5,85.2,28.5,10.2,48.9
"3053","WI","Brown ",53119,8,82.2,26.8,468.2,50.4
"3054","WI","Buffalo ",47384,1.9,96.3,17.2,20.2,49.3
"3055","WI","Burnett ",39564,1.6,90.7,16.7,18.8,48.9
"3056","WI","Calumet ",65130,4,91.5,27.6,153.9,49.9
"3057","WI","Chippewa ",50551,1.6,94,18.6,61.9,48.1
"3058","WI","Clark ",43276,4.2,93.6,11.6,28.7,49.5
"3059","WI","Columbia ",57922,2.9,93.5,21.3,74.2,49.2
"3060","WI","Crawford ",42235,1.1,95.3,15.4,29.2,48.6
"3061","WI","Dane ",61721,6.2,80.7,46.6,407.7,50.4
"3062","WI","Dodge ",53075,4.6,90.6,15.8,101.4,47.3
"3063","WI","Door ",50438,2.7,94.6,29,57.6,50.8
"3064","WI","Douglas ",45418,1.4,91.9,21.7,33.9,50.1
"3065","WI","Dunn ",48893,1.8,93.1,24.7,51.6,49.6
"3066","WI","Eau Claire ",48090,2.3,91,31,154.8,50.7
"3067","WI","Florence ",47960,1,96.1,14.5,9.1,48.6
"3068","WI","Fond du Lac ",53820,4.9,90.8,20,141.2,50.8
"3069","WI","Forest ",39963,2,80.5,12.2,9.2,49
"3070","WI","Grant ",46963,1.4,95.5,19.1,44.7,47.8
"3071","WI","Green ",55584,2.9,94.6,20.6,63.1,50.4
"3072","WI","Green Lake ",46994,4.6,93.1,16.6,54.5,49.7
"3073","WI","Iowa ",55659,1.8,96,21.7,31.1,50.1
"3074","WI","Iron ",39051,1,96.4,20.8,7.8,49.9
"3075","WI","Jackson ",44149,3.3,86.3,14.8,20.7,46.4
"3076","WI","Jefferson ",53454,6.9,90.1,23,150.4,50.1
"3077","WI","Juneau ",45297,2.9,92,12.4,34.8,47
"3078","WI","Kenosha ",54930,12.6,76.8,23.2,611.9,50.6
"3079","WI","Kewaunee ",53588,2.3,95.5,13.5,60.1,49.3
"3080","WI","La Crosse ",51339,1.7,90.4,29.9,253.8,51
"3081","WI","Lafayette ",49107,3.8,94.6,16.5,26.6,49.3
"3082","WI","Langlade ",42389,1.9,94.8,13.2,22.9,49.6
"3083","WI","Lincoln ",49021,1.5,95.3,14.5,32.7,49.2
"3084","WI","Manitowoc ",48881,3.5,91.6,18.7,138.3,50.1
"3085","WI","Marathon ",53363,2.6,89.3,22.2,86.8,49.7
"3086","WI","Marinette ",40490,1.5,95.7,13.6,29.8,49.8
"3087","WI","Marquette ",46077,2.9,94.4,12.9,33.8,49.2
"3088","WI","Menominee ",33333,5.3,12.1,15.8,11.8,50.7
"3089","WI","Milwaukee ",43193,14.2,53,28.1,3926,51.7
"3090","WI","Monroe ",49774,4,91.4,17.4,49.6,49.6
"3091","WI","Oconto ",51615,1.7,95.4,14.9,37.7,48.9
"3092","WI","Oneida ",45759,1.4,95.4,23.6,32.3,49.9
"3093","WI","Outagamie ",58318,4.1,88.4,26.4,277.2,50.2
"3094","WI","Ozaukee ",75457,2.7,92.4,44.9,370.7,50.9
"3095","WI","Pepin ",47701,1.4,96.9,17.1,32.2,50
"3096","WI","Pierce ",59226,1.9,95,25.7,71.5,50.4
"3097","WI","Polk ",48538,1.7,95.4,19.3,48.4,49.5
"3098","WI","Portage ",50996,3,91.9,27.5,87.4,49.8
"3099","WI","Price ",42644,1.6,95.3,15.3,11.3,49.3
"3100","WI","Racine ",54090,12.5,73.1,23,587.7,50.5
"3101","WI","Richland ",45271,2.4,95.2,15,30.7,49.7
"3102","WI","Rock ",49435,8.2,83.6,19.4,223.3,50.9
"3103","WI","Rusk ",38658,1.7,95.8,14.3,16.2,49.8
"3104","WI","St. Croix ",68426,2.3,94.4,33,116.8,50.1
"3105","WI","Sauk ",52140,4.9,91.5,21,74.6,50.3
"3106","WI","Sawyer ",39904,2.1,77.4,22,13.2,49.3
"3107","WI","Shawano ",46559,2.6,87.3,15.3,47,50
"3108","WI","Sheboygan ",52920,6,85.6,22.4,225.9,49.8
"3109","WI","Taylor ",44869,1.8,96.6,13.6,21.2,49.1
"3110","WI","Trempealeau ",49143,6.8,91.3,17.5,39.3,49.6
"3111","WI","Vernon ",45488,1.6,96.5,19.5,37.6,50.2
"3112","WI","Vilas ",40833,1.9,85.4,24.1,25,49.5
"3113","WI","Walworth ",54020,11.1,85.6,26.2,184.2,50
"3114","WI","Washburn ",41924,1.6,94.9,20.3,20,50.4
"3115","WI","Washington ",66159,3,93.4,27.6,306.2,50.3
"3116","WI","Waukesha ",75850,4.6,89.4,40.2,709.4,50.9
"3117","WI","Waupaca ",50822,3,94.8,16.6,70.1,49.7
"3118","WI","Waushara ",43070,6.4,89.8,14.3,39.1,47.3
"3119","WI","Winnebago ",51010,3.9,89.6,25.5,384.3,49.7
"3120","WI","Wood ",47685,2.7,93.1,18.8,94.2,50.6
"3121","WY","Albany ",42774,9.4,83.4,48,8.5,47.7
"3122","WY","Big Horn ",52589,9.1,87.8,21.2,3.7,49.7
"3123","WY","Campbell ",79488,8.2,87.8,18.8,9.6,48
"3124","WY","Carbon ",55347,17.3,78.1,17.7,2,45.6
"3125","WY","Converse ",63918,7.7,88.7,18.8,3.3,49
"3126","WY","Crook ",53237,2.6,94.1,20.9,2.5,49.5
"3127","WY","Fremont ",50418,6.7,70.3,21.2,4.4,50
"3128","WY","Goshen ",43257,10.4,86.2,20.5,6,47.9
"3129","WY","Hot Springs ",42019,4,92,17.9,2.4,50.3
"3130","WY","Johnson ",57004,4.8,91.3,26.6,2.1,49.4
"3131","WY","Laramie ",55864,14.3,78.7,25.1,34.2,49.6
"3132","WY","Lincoln ",64205,4.5,92.6,21,4.4,49.3
"3133","WY","Natrona ",57791,8.1,86.8,22.3,14.1,49.5
"3134","WY","Niobrara ",38438,2.6,92.7,18.5,0.9,54.3
"3135","WY","Park ",53951,5.8,90.4,27.8,4.1,50.1
"3136","WY","Platte ",45512,8.1,88.9,23.2,4.2,49.1
"3137","WY","Sheridan ",52008,4.2,91.6,27.4,11.5,50
"3138","WY","Sublette ",77900,8.1,87.5,23.3,2.1,46.3
"3139","WY","Sweetwater ",71525,15.8,79.7,18.1,4.2,48.1
"3140","WY","Teton ",68078,15.2,80.9,48.7,5.3,48.2
"3141","WY","Uinta ",58515,9.2,87.3,18.9,10.1,49.6
"3142","WY","Washakie ",47104,13.9,82.7,23.6,3.8,49.3
"3143","WY","Weston ",55461,4.2,91.5,17.2,3,47.4
